"phenotype","taxon","Nsamples","levels","levels_SampleSize","effect.size","R2","F.stat","Pvalue","FDR"
"MED.DISEASES.Blood.Anemia","CARD.ARO_3001214",2000,"Not Applicable","1979:21",-0.58174,0.000906047831076372,1.81598647975049,0.177944775080995,0.871860108022199
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002867",2000,"Not Applicable","1979:21",-0.59193,0.000275948463776648,0.554017516953126,0.456768430885326,0.937200302325551
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000375",2000,"Not Applicable","1979:21",0.8317,0.00056594876849903,1.1309018719332,0.287711751456394,0.904724387470265
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000412",2000,"Not Applicable","1979:21",1.33603,0.00101953545470674,2.03748208202273,0.153619988144767,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003369",2000,"Not Applicable","1979:21",-0.76404,0.000419726616939064,0.838479939392769,0.35994253796515,0.913526848369468
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002628",2000,"Not Applicable","1979:21",0.22612,3.19459047781699e-05,0.0638115207782143,0.800596070888349,0.984896268264518
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002837",2000,"Not Applicable","1979:21",1.29376,0.000967467436905089,1.93214581522531,0.16467894361113,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3004042",2000,"Not Applicable","1979:21",-0.74015,0.000814198377642633,1.62797806089961,0.202131469448427,0.878072485547052
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002639",2000,"Not Applicable","1979:21",0.16234,2.19828226005431e-05,0.043934609546564,0.833996720220363,0.984896268264518
"MED.DISEASES.Blood.Anemia","CARD.ARO_3001329",2000,"Not Applicable","1979:21",-1.07269,0.00201436453291667,4.03033342936713,0.0448237359528649,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000194",2000,"Not Applicable","1979:21",0.51427,0.00135906379771844,2.71975881605263,0.099270428453635,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002612",2000,"Not Applicable","1979:21",-0.01355,5.26480791683147e-07,0.00105083740613899,0.974143049408256,0.998959205131665
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000237",2000,"Not Applicable","1979:21",-0.74522,0.000865712755059394,1.73316234714981,0.188158761652582,0.871938931297994
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003097",2000,"Not Applicable","1979:21",-0.16277,1.24914800779898e-05,0.024987459197078,0.874414312128508,0.988573958434175
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002999",2000,"Not Applicable","1979:21",1.20469,0.00180619822771243,3.61949574431097,0.0572500427487896,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000410",2000,"Not Applicable","1979:21",0.08336,2.79529009908714e-05,0.0557806500053765,0.813317805113442,0.984896268264518
"MED.DISEASES.Blood.Anemia","CARD.ARO_3001777",2000,"Not Applicable","1979:21",0.87071,0.00168230449773335,3.36432351153197,0.0667718023385872,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000567",2000,"Not Applicable","1979:21",0.78293,0.000981481519928008,1.96094387841265,0.161567909625938,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002647",2000,"Not Applicable","1979:21",0.09843,8.19860679356841e-06,0.0163629340374649,0.898227008183278,0.992576955649472
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002930",2000,"Not Applicable","1979:21",-0.99568,0.000550558972729334,1.0998387143459,0.29442853199135,0.904724387470265
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003775",2000,"Not Applicable","1979:21",-1.16749,0.00180889894486791,3.62156492317068,0.0571790198741951,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003167",2000,"Not Applicable","1979:21",-0.18108,2.59840674449954e-05,0.0518827232666603,0.819842332161039,0.984896268264518
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003838",2000,"Not Applicable","1979:21",-0.41234,0.000672569721192779,1.34600481776608,0.246116595395476,0.890447172442715
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000206",2000,"Not Applicable","1979:21",-0.56235,0.00113668242120091,2.2709574128672,0.131976768650847,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000254",2000,"Not Applicable","1979:21",-0.41752,0.000672377927176407,1.34269560280583,0.246697834351772,0.890447172442715
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000829",2000,"Not Applicable","1979:21",-0.51202,0.000625645693327426,1.25091976885981,0.263511533453307,0.90128831423841
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000027",2000,"Not Applicable","1979:21",-0.59952,0.000507878853508061,1.01504361745795,0.313819747595133,0.905139703937341
"MED.DISEASES.Blood.Anemia","CARD.ARO_3004126",2000,"Not Applicable","1979:21",-0.5789,0.000512094656419975,1.02252913654616,0.312042465199323,0.905139703937341
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003303",2000,"Not Applicable","1979:21",-1.01238,0.00129321486363831,2.58462422138851,0.10806425134514,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000795",2000,"Not Applicable","1979:21",-1.11784,0.00223149645647598,4.47086429265408,0.0346012910512587,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000518",2000,"Not Applicable","1979:21",-1.43176,0.00240215500644571,4.8158250285375,0.0283144819409836,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003550",2000,"Not Applicable","1979:21",-1.23515,0.00217016342579084,4.34183252502249,0.0373138763788252,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003549",2000,"Not Applicable","1979:21",-1.10726,0.00141804967849054,2.840073669702,0.092096390961837,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003548",2000,"Not Applicable","1979:21",-1.00825,0.00124660364836347,2.49201316382511,0.114583809334235,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003576",2000,"Not Applicable","1979:21",-0.61269,0.000905972007424027,1.8126257927684,0.17834650913747,0.871860108022199
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002688",2000,"Not Applicable","1979:21",-0.30307,0.000134511987178981,0.268466581016909,0.604419717624759,0.970139271895134
"MED.DISEASES.Blood.Anemia","CARD.ARO_3004039",2000,"Not Applicable","1979:21",-0.47465,0.000727626132172689,1.45294605515581,0.228198772020457,0.882186704896649
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000191",2000,"Not Applicable","1979:21",0.86615,0.000573792567187278,1.1470056500244,0.284306397254821,0.904724387470265
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000196",2000,"Not Applicable","1979:21",1.04706,0.000739052647718607,1.47934495661747,0.224020922742797,0.882186704896649
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000556",2000,"Not Applicable","1979:21",-0.27185,0.000105949881331881,0.211394032929604,0.645727062077283,0.97860911393839
"MED.DISEASES.Blood.Anemia","CARD.ARO_3002629",2000,"Not Applicable","1979:21",0.47223,0.000481929828862852,0.963284054204038,0.326479853449409,0.908885947979821
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003889",2000,"Not Applicable","1979:21",-1.05353,0.00136229568231602,2.72351043889311,0.0990377418863318,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003899",2000,"Not Applicable","1979:21",-1.01704,0.00194621407368242,3.89424645773375,0.048589586094673,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003900",2000,"Not Applicable","1979:21",-1.23215,0.00190028233142912,3.80865616522197,0.0511281045905555,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003893",2000,"Not Applicable","1979:21",-1.31513,0.00163276029865394,3.263622454193,0.0709831173122471,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003890",2000,"Not Applicable","1979:21",-0.49935,0.00024038213065006,0.480704119192771,0.488184261174226,0.949006528866532
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000676",2000,"Not Applicable","1979:21",-0.81413,0.00148189360074735,2.96458403490034,0.0852613553083857,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3004127",2000,"Not Applicable","1979:21",-0.83002,0.00175541781610539,3.51428563742799,0.0609878875718021,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000832",2000,"Not Applicable","1979:21",-0.37625,0.000545736984218625,1.09059980289977,0.296464871596421,0.904724387470265
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000830",2000,"Not Applicable","1979:21",-1.28704,0.00197891568396465,3.96780498200335,0.0465142980961416,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003288",2000,"Not Applicable","1979:21",-1.41414,0.00197336155157426,3.9516593398763,0.0469616577000019,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000216",2000,"Not Applicable","1979:21",-0.98739,0.00159473535323576,3.19979762531132,0.073799058530014,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003807",2000,"Not Applicable","1979:21",-1.0681,0.00225121221236052,4.50320709015486,0.0339542679170167,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003841",2000,"Not Applicable","1979:21",-0.64817,0.000933224545234013,1.86473089616923,0.172233719227422,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003751",2000,"Not Applicable","1979:21",-0.30005,0.000343475786970509,0.685743410270742,0.407715039448033,0.932743430144537
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003950",2000,"Not Applicable","1979:21",-0.86589,0.00130771358213525,2.61419883883728,0.106069100980634,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003390",2000,"Not Applicable","1979:21",-0.23812,0.000126029221902437,0.252371570476101,0.615465554209897,0.972529183846664
"MED.DISEASES.Blood.Anemia","CARD.ARO_3004049",2000,"Not Applicable","1979:21",-1.05485,0.00167350067839705,3.34648854106605,0.067497721309197,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003820",2000,"Not Applicable","1979:21",-0.69438,0.00119378798706233,2.38670855746999,0.122529639441279,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003952",2000,"Not Applicable","1979:21",-0.92525,0.00153162247928443,3.06247439047981,0.0802733071684866,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000516",2000,"Not Applicable","1979:21",-1.28687,0.00236745858573563,4.74177848644841,0.0295554396929138,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000024",2000,"Not Applicable","1979:21",-1.33635,0.00263032585026277,5.26521027404475,0.021859204919368,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003511",2000,"Not Applicable","1979:21",-0.51215,0.000321549276442026,0.642429892180626,0.422927718238776,0.932743430144537
"MED.DISEASES.Blood.Anemia","CARD.ARO_3004290",2000,"Not Applicable","1979:21",-0.45203,0.000430141781298731,0.864022727313974,0.352727858177824,0.913526848369468
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003926",2000,"Not Applicable","1979:21",-0.63735,0.0009586258476741,1.91636385940738,0.166412882525196,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003316",2000,"Not Applicable","1979:21",0.00582,3.80086737448299e-08,7.59569847785545e-05,0.993047131811426,0.999424055322441
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000616",2000,"Not Applicable","1979:21",0.84696,0.00152337591066703,3.04693478692343,0.0810436207048807,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003386",2000,"Not Applicable","1979:21",-0.69463,0.000671581592424236,1.34193858299099,0.246831035156044,0.890447172442715
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003924",2000,"Not Applicable","1979:21",-0.6344,0.000755059167375745,1.51137300506377,0.219074669851064,0.882186704896649
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003925",2000,"Not Applicable","1979:21",0.15892,6.10070762872813e-05,0.122560537342976,0.726310759093781,0.983937218670218
"MED.DISEASES.Blood.Anemia","CARD.ARO_3003730",2000,"Not Applicable","1979:21",0.03209,1.91995485030729e-06,0.00383793683332332,0.950607991957569,0.995831772575621
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000615",2000,"Not Applicable","1979:21",1.30599,0.00113066011410753,2.26387390795456,0.13258072938368,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000263",2000,"Not Applicable","1979:21",-1.07818,0.00168179448050763,3.37253627830733,0.0664403377335153,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000828",2000,"Not Applicable","1979:21",-0.93589,0.00128355565953773,2.56716284345721,0.109261558845277,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000491",2000,"Not Applicable","1979:21",-1.27661,0.00190686346255065,3.81385770503361,0.0509698979094179,0.868569643611079
"MED.DISEASES.Blood.Anemia","CARD.ARO_3000508",2000,"Not Applicable","1979:21",-0.36711,0.000307282574956055,0.613610809463132,0.43352448759112,0.932743430144537
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003559",2000,"Not Applicable","1732:268",-0.01634,3.86508679715977e-06,0.00773163826765343,0.92994134808641,0.994809964071718
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3004454",2000,"Not Applicable","1732:268",0.12577,0.000272878623826626,0.544943434232058,0.460478022779305,0.937976335721025
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000190",2000,"Not Applicable","1732:268",-0.12495,0.000254305584619891,0.508977010153141,0.475665481899374,0.946523443485311
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000498",2000,"Not Applicable","1732:268",0.25241,0.000375441747545897,0.752053601374713,0.385931118956975,0.92680552019942
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003361",2000,"Not Applicable","1732:268",0.2091,0.00103743064387849,2.07269219203031,0.150113498434331,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002686",2000,"Not Applicable","1732:268",-0.10817,0.000382508397675476,0.763631258186753,0.382299689472873,0.92680552019942
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002897",2000,"Not Applicable","1732:268",0.16795,0.000285507249073824,0.570584559912767,0.450115890319353,0.932743430144537
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000464",2000,"Not Applicable","1732:268",0.1691,0.000520650772103272,1.04195372868677,0.307491285393912,0.905139703937341
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002660",2000,"Not Applicable","1732:268",0.40465,0.0016961629157607,3.39486690470447,0.0655479416623643,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000522",2000,"Not Applicable","1732:268",-0.30264,0.000933863588859691,1.86906813635941,0.171735863773989,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3001216",2000,"Not Applicable","1732:268",-0.11868,0.000205286833481538,0.410151881955397,0.521965974563078,0.953423344922463
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003577",2000,"Not Applicable","1732:268",-0.07316,0.000221342640029511,0.441923326402852,0.506272439007908,0.951789747662525
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000792",2000,"Not Applicable","1732:268",-0.17454,0.000558010150767772,1.11609418341037,0.29088894587798,0.904724387470265
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000793",2000,"Not Applicable","1732:268",-0.22933,0.000932254579412236,1.86304886007326,0.172427240402647,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000794",2000,"Not Applicable","1732:268",-0.18522,0.000579244769392092,1.15910306270581,0.281781807347803,0.904724387470265
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003578",2000,"Not Applicable","1732:268",0.03739,2.17982964730456e-05,0.0434968662506597,0.834813792045398,0.984896268264518
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000074",2000,"Not Applicable","1732:268",-0.06865,7.19811201119474e-05,0.14372292368846,0.704647963010683,0.983937218670218
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002986",2000,"Not Applicable","1732:268",-0.0607,4.99795195777871e-05,0.0997719533012017,0.752136511493787,0.983937218670218
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000656",2000,"Not Applicable","1732:268",-0.04462,4.78498805518072e-05,0.0956661053756488,0.757126103075909,0.984896268264518
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000499",2000,"Not Applicable","1732:268",-0.15396,0.000460909091065679,0.922034014254849,0.337057832166991,0.908885947979821
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000502",2000,"Not Applicable","1732:268",-0.16478,0.000562871900905165,1.1236373245365,0.289264905449793,0.904724387470265
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000796",2000,"Not Applicable","1732:268",-0.17229,0.000617580258101178,1.23295794601564,0.26696637208536,0.90128831423841
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003381",2000,"Not Applicable","1732:268",-0.23667,0.000813822465656919,1.62717523275357,0.202242706826818,0.878072485547052
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3001214",2000,"Not Applicable","1732:268",-0.11281,0.000380478517730216,0.762188465350064,0.382749581152347,0.92680552019942
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002867",2000,"Not Applicable","1732:268",-0.31199,0.000856131070830322,1.71984544650819,0.189863847665753,0.873164607340788
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000375",2000,"Not Applicable","1732:268",0.4867,0.00216435485991121,4.33183728585623,0.0375330972823884,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000412",2000,"Not Applicable","1732:268",0.61911,0.00244490904746754,4.8929943651786,0.0270788060610229,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003369",2000,"Not Applicable","1732:268",-0.0046,1.70122796079803e-07,0.000339708379938071,0.985296722021313,0.998959205131665
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002628",2000,"Not Applicable","1732:268",0.3657,0.000933102426276432,1.86554295318888,0.172140380093491,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002837",2000,"Not Applicable","1732:268",-0.00806,4.19525630009093e-07,0.000837031524291823,0.976922118838958,0.998959205131665
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3004042",2000,"Not Applicable","1732:268",-0.04319,3.09595666901496e-05,0.0618546567933218,0.803613834076142,0.984896268264518
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002639",2000,"Not Applicable","1732:268",0.48304,0.00217351414189198,4.35334288607948,0.0370630869719256,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3001329",2000,"Not Applicable","1732:268",-0.0265,1.3725807578178e-05,0.027407555299559,0.868526082975165,0.988084907194915
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000194",2000,"Not Applicable","1732:268",0.07403,0.000314553501618073,0.628825690848736,0.427880679521497,0.932743430144537
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002612",2000,"Not Applicable","1732:268",-0.06947,0.000154464046898061,0.308352372059666,0.578755257428454,0.96911365927494
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000237",2000,"Not Applicable","1732:268",-0.0518,4.67131987966713e-05,0.0934433171916372,0.759876390177668,0.984896268264518
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003097",2000,"Not Applicable","1732:268",-0.52925,0.00147494795792043,2.95475996407537,0.0857801505132344,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002999",2000,"Not Applicable","1732:268",-0.29389,0.00120041388439956,2.40408313812393,0.121177621671665,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000410",2000,"Not Applicable","1732:268",0.04578,9.41294518879696e-05,0.187849897706524,0.664759043844801,0.982652291203998
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3001777",2000,"Not Applicable","1732:268",0.17717,0.00077783631562134,1.55413156792106,0.21267289381991,0.882186704896649
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000567",2000,"Not Applicable","1732:268",-0.06628,7.85443681760558e-05,0.156785374104001,0.692175898036438,0.983937218670218
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002647",2000,"Not Applicable","1732:268",0.1163,0.000127821803245209,0.255139698376071,0.61353487810614,0.972529183846664
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002930",2000,"Not Applicable","1732:268",0.25405,0.000400262548105817,0.799474761442708,0.371358306426842,0.923333835570661
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003775",2000,"Not Applicable","1732:268",-0.26369,0.00103054276231981,2.06162125827669,0.151206157829112,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003167",2000,"Not Applicable","1732:268",0.49362,0.00215640648799721,4.31492520867788,0.0379071030731404,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003838",2000,"Not Applicable","1732:268",-0.03326,4.88766482702905e-05,0.097755023407,0.754573187849698,0.983937218670218
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000206",2000,"Not Applicable","1732:268",-0.05106,0.000104654158035313,0.20887079247214,0.647703667021606,0.979122784315835
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000254",2000,"Not Applicable","1732:268",-0.03698,5.88919207638275e-05,0.117531215463902,0.731763782797391,0.983937218670218
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000829",2000,"Not Applicable","1732:268",-0.17389,0.000805820154116637,1.61145265518782,0.204435787109133,0.878072485547052
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000027",2000,"Not Applicable","1732:268",0.03903,2.40384721001772e-05,0.0480198697380948,0.826567798372585,0.984896268264518
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3004126",2000,"Not Applicable","1732:268",-0.2543,0.00110353624526426,2.20480006013742,0.137739714522306,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003303",2000,"Not Applicable","1732:268",-0.25421,0.00091060930924944,1.81924997007832,0.177555660109844,0.871860108022199
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000795",2000,"Not Applicable","1732:268",-0.06205,7.67881232302445e-05,0.153514915107698,0.695240605031767,0.983937218670218
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3000518",2000,"Not Applicable","1732:268",-0.032,1.33962602770596e-05,0.026792422303676,0.869996564708631,0.988084907194915
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003550",2000,"Not Applicable","1732:268",-0.14375,0.000328264172222435,0.655545201932393,0.418233630880255,0.932743430144537
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003549",2000,"Not Applicable","1732:268",-0.15793,0.000322184758857279,0.644563375396444,0.422158780901369,0.932743430144537
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003548",2000,"Not Applicable","1732:268",-0.10244,0.000143708304285711,0.286961818992504,0.592233791420364,0.970139271895134
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3003576",2000,"Not Applicable","1732:268",-0.23791,0.0015255361675346,3.05411803651726,0.0806865531271655,0.868569643611079
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3002688",2000,"Not Applicable","1732:268",-0.16202,0.00042930372517739,0.857081262288323,0.354668743990788,0.913526848369468
"MED.DISEASES.Blood.Thrombosis","CARD.ARO_3004039",2000,"Not Applicable","1732:268",-0.08502,0.000260694942289215,0.52032043585552,0.470789549059123,0.94521252529847
