"Taxon_Shortname","LBL","CI_ID_low","CI_ID_high","Var.Exp","Var.Exp.NR"
"FAO.PWY..fatty.acid..beta..oxidation.I","",0,0.13,"Additive genetics",7.5447791021363e-09
"PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate","",0,0.15,"Additive genetics",1.08637237889995e-08
"CRNFORCAT.PWY..creatinine.degradation.I","",0,0.08,"Additive genetics",1.92146566853424e-08
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.","",0,0.16,"Additive genetics",0.000707220430496339
"PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II","",0,0.16,"Additive genetics",0.00368533711742883
"PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.","",0,0.16,"Additive genetics",0.00388964200978622
"PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.","",0,0.13,"Additive genetics",0.00462227105273158
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated","",0,0.16,"Additive genetics",0.00479977835849539
"METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation","",0,0.14,"Additive genetics",0.00517847326270693
"PWY.7664..oleate.biosynthesis.IV..anaerobic.","",0,0.17,"Additive genetics",0.00850489746756134
"PWY.7199..pyrimidine.deoxyribonucleosides.salvage","",0,0.15,"Additive genetics",0.00899113333580442
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.","",0,0.13,"Additive genetics",0.00934190985077176
"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.","",0,0.13,"Additive genetics",0.0100698963391115
"PWY.6519..8.amino.7.oxononanoate.biosynthesis.I","",0,0.16,"Additive genetics",0.0103973826589224
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation","",0,0.16,"Additive genetics",0.010652622842996
"PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis","",0,0.15,"Additive genetics",0.0123954928262765
"PWY.6891..thiazole.biosynthesis.II..Bacillus.","",0,0.14,"Additive genetics",0.0125384773680197
"PWY.5845..superpathway.of.menaquinol.9.biosynthesis","",0,0.15,"Additive genetics",0.0128605302378401
"PWY.5896..superpathway.of.menaquinol.10.biosynthesis","",0,0.15,"Additive genetics",0.0128605302378401
"PWY.6892..thiazole.biosynthesis.I..E..coli.","",0,0.17,"Additive genetics",0.0133086009231837
"PWY0.1338..polymyxin.resistance","",0,0.14,"Additive genetics",0.013455173661545
"P23.PWY..reductive.TCA.cycle.I","",0,0.14,"Additive genetics",0.014175427133228
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I","",0,0.17,"Additive genetics",0.0149034466758821
"PWY.922..mevalonate.pathway.I","",0,0.16,"Additive genetics",0.0166035737268048
"PWY_GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff","",0,0.17,"Additive genetics",0.0166882728784876
"PWY.6628..superpathway.of.L.phenylalanine.biosynthesis","",0,0.15,"Additive genetics",0.018641841322358
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.","",0,0.16,"Additive genetics",0.0191327904936696
"AST.PWY..L.arginine.degradation.II..AST.pathway.","",0,0.16,"Additive genetics",0.0199847275519449
"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.","",0,0.14,"Additive genetics",0.0210568739950265
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis","",0,0.16,"Additive genetics",0.0221159918867182
"PWY_TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA","",0,0.16,"Additive genetics",0.0227898383450885
"PWY.5656..mannosylglycerate.biosynthesis.I","",0,0.16,"Additive genetics",0.0249566303447719
"PWY_GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass","",0,0.15,"Additive genetics",0.0257311634933252
"SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.","",0,0.21,"Additive genetics",0.0263951258005039
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation","",0,0.16,"Additive genetics",0.0267737936892218
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I","",0,0.17,"Additive genetics",0.0269083756768426
"UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..prokaryotic.","",0,0.17,"Additive genetics",0.0302948044145708
"PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.","",0,0.16,"Additive genetics",0.031866353832061
"PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants.","",0,0.16,"Additive genetics",0.0327925751825613
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis","",0,0.18,"Additive genetics",0.0335327333116675
"HISDEG.PWY..L.histidine.degradation.I","",0,0.2,"Additive genetics",0.0336460456156999
"GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation","",0,0.17,"Additive genetics",0.033721514226685
"METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis","",0,0.18,"Additive genetics",0.0337981537071605
"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.","",0,0.18,"Additive genetics",0.0359761984769604
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I","",0,0.17,"Additive genetics",0.0362513839409443
"PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis","",0,1,"Additive genetics",0.0382171859550912
"PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I","",0,0.18,"Additive genetics",0.0395549991944754
"PWY.5850..superpathway.of.menaquinol.6.biosynthesis.I","",0,0.18,"Additive genetics",0.0402365647960126
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.","",0,0.18,"Additive genetics",0.0411450241315192
"PWY.5173..superpathway.of.acetyl.CoA.biosynthesis","",0,0.16,"Additive genetics",0.0450012291301851
"PWY.5675..nitrate.reduction.V..assimilatory.","",0,0.19,"Additive genetics",0.045141382470284
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I","",0,0.2,"Additive genetics",0.045402317896851
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I","",0,0.19,"Additive genetics",0.0472847763371471
"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation","",0,0.17,"Additive genetics",0.048538755017723
"PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis","",0,0.2,"Additive genetics",0.0485621507391915
"PWY_GLYOXYLATE.BYPASS..glyoxylate.cycle","",0,0.19,"Additive genetics",0.0511692709570023
"PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.","",0,0.17,"Additive genetics",0.0514775833173983
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.","",0,0.19,"Additive genetics",0.0518602428732637
"PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III","",0,0.23,"Additive genetics",0.0519517193896959
"HSERMETANA.PWY..L.methionine.biosynthesis.III","",NA,NA,"Additive genetics",0.0541855694356425
"PWY_NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II","",0,0.17,"Additive genetics",0.0544046400871959
"PWY_HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.","",0,0.18,"Additive genetics",0.0553008874971227
"PWY.5088..L.glutamate.degradation.VIII..to.propanoate.","",0,0.2,"Additive genetics",0.0570942446942451
"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate","",0,0.19,"Additive genetics",0.0586201061890159
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate","",0,0.19,"Additive genetics",0.0586201061890159
"POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I","",0,0.21,"Additive genetics",0.0592451608188023
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.","",0,0.18,"Additive genetics",0.0594280502653504
"PWY.7237..myo...chiro..and.scillo.inositol.degradation","",0,0.2,"Additive genetics",0.0595289439576459
"P161.PWY..acetylene.degradation","",0,0.19,"Additive genetics",0.062129947848215
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis","",0,0.2,"Additive genetics",0.0624701240722029
"PWY.7456..mannan.degradation","",0,0.21,"Additive genetics",0.063545410558754
"PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP","",0,0.2,"Additive genetics",0.0644878083599881
"COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis","",0,0.2,"Additive genetics",0.0664670471045606
"PWY.6608..guanosine.nucleotides.degradation.III","",0,0.22,"Additive genetics",0.06653009118869
"COA.PWY..coenzyme.A.biosynthesis.I","",0,0.25,"Additive genetics",0.0671351527232938
"PWY0.1261..anhydromuropeptides.recycling","",0,0.2,"Additive genetics",0.067705135598536
"PWY.6353..purine.nucleotides.degradation.II..aerobic.","",0,0.22,"Additive genetics",0.0682925223315285
"PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation","",0,0.2,"Additive genetics",0.068657261546101
"SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I","",0,0.23,"Additive genetics",0.0708359803736121
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II","",0,0.22,"Additive genetics",0.0712122277038786
"KETOGLUCONMET.PWY..ketogluconate.metabolism","",0,0.2,"Additive genetics",0.0715941649000682
"FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation","",0,0.22,"Additive genetics",0.0719506357064703
"GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol","",0,0.2,"Additive genetics",0.0731253523351324
"PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage","",0,0.2,"Additive genetics",0.076761930248998
"PWY0.1533..methylphosphonate.degradation.I","",0,0.22,"Additive genetics",0.0781851632038938
"PWY0.1061..superpathway.of.L.alanine.biosynthesis","",0,0.22,"Additive genetics",0.0793199308526987
"TRPSYN.PWY..L.tryptophan.biosynthesis","",0,0.21,"Additive genetics",0.0803195725553737
"PWY.5705..allantoin.degradation.to.glyoxylate.III","",0,0.22,"Additive genetics",0.0812166669969377
"P122.PWY..heterolactic.fermentation","",0,0.2,"Additive genetics",0.0816685194381058
"PWY.5855..ubiquinol.7.biosynthesis..prokaryotic.","",0,0.21,"Additive genetics",0.0830884889503176
"PWY.5856..ubiquinol.9.biosynthesis..prokaryotic.","",0,0.21,"Additive genetics",0.0830884889503176
"PWY.5857..ubiquinol.10.biosynthesis..prokaryotic.","",0,0.21,"Additive genetics",0.0830884889503176
"PWY.6708..ubiquinol.8.biosynthesis..prokaryotic.","",0,0.21,"Additive genetics",0.0830884889503176
"PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV","",0,0.22,"Additive genetics",0.0842515297690552
"PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis","",0,0.21,"Additive genetics",0.0846671983757353
"PWY.4984..urea.cycle","",0,0.24,"Additive genetics",0.0853101637925419
"PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.","",0,0.24,"Additive genetics",0.0873532439926236
"FUCCAT.PWY..fucose.degradation","",0,0.21,"Additive genetics",0.0876793894032096
"PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.","*",0,0.22,"Additive genetics",0.0894153832113881
"GLYCOCAT.PWY..glycogen.degradation.I..bacterial.","*",0,0.23,"Additive genetics",0.0912429032495283
"PWY0.1296..purine.ribonucleosides.degradation","*",0,0.23,"Additive genetics",0.0914428742020186
"PWY.5920..superpathway.of.heme.biosynthesis.from.glycine","*",0,0.23,"Additive genetics",0.091638290155736
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.","*",0,0.24,"Additive genetics",0.0923214272362141
"PWY.2941..L.lysine.biosynthesis.II","*",0,0.24,"Additive genetics",0.0929115769710512
"P42.PWY..incomplete.reductive.TCA.cycle","*",0,0.23,"Additive genetics",0.0931414707081828
"PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation","*",0,0.24,"Additive genetics",0.0937108661221815
"ARO.PWY..chorismate.biosynthesis.I","*",0,0.22,"Additive genetics",0.0948370584344624
"PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.","*",0,0.25,"Additive genetics",0.0951414753136011
"FERMENTATION.PWY..mixed.acid.fermentation","*",0,0.22,"Additive genetics",0.0960660823052135
"PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants.","*",0,0.23,"Additive genetics",0.0985698741982434
"PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I","*",0,0.23,"Additive genetics",0.0985698741982434
"PWY.5913..TCA.cycle.VI..obligate.autotrophs.","*",0,0.23,"Additive genetics",0.10026428375186
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II","*",0,0.24,"Additive genetics",0.101046418422403
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.","*",0,0.25,"Additive genetics",0.101066054078137
"PWY.5897..superpathway.of.menaquinol.11.biosynthesis","*",0,0.23,"Additive genetics",0.101872676912239
"PWY.5898..superpathway.of.menaquinol.12.biosynthesis","*",0,0.23,"Additive genetics",0.101872676912239
"PWY.5899..superpathway.of.menaquinol.13.biosynthesis","*",0,0.23,"Additive genetics",0.101872676912239
"PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate","*",0,0.26,"Additive genetics",0.102520033284761
"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis","*",0,0.22,"Additive genetics",0.103326032486719
"GLUCARDEG.PWY..D.glucarate.degradation.I","*",0,0.24,"Additive genetics",0.103632164638506
"PWY.7234..inosine.5..phosphate.biosynthesis.III","*",0,0.25,"Additive genetics",0.105872631540845
"PWY.5022..4.aminobutanoate.degradation.V","*",0,0.23,"Additive genetics",0.106755133586505
"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis","*",0,0.26,"Additive genetics",0.111321399487774
"PWY.6737..starch.degradation.V","*",0,0.27,"Additive genetics",0.111791217271585
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I","*",0,0.27,"Additive genetics",0.112042108924431
"PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis","*",0,0.25,"Additive genetics",0.113453222280226
"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I","*",0,0.25,"Additive genetics",0.115740573276447
"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I","*",0,0.27,"Additive genetics",0.115974273529758
"PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0,0.25,"Additive genetics",0.116023297138813
"PWY.5103..L.isoleucine.biosynthesis.III","*",0.01,0.29,"Additive genetics",0.116051216318458
"COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis","*",0,0.27,"Additive genetics",0.116430028361028
"PWY.7013..L.1.2.propanediol.degradation","*",0,0.25,"Additive genetics",0.116485204711315
"TRNA.CHARGING.PWY..tRNA.charging","*",0,0.25,"Additive genetics",0.116602439719385
"PWY0.321..phenylacetate.degradation.I..aerobic.","*",0,0.26,"Additive genetics",0.116818158989362
"GALACTUROCAT.PWY..D.galacturonate.degradation.I","*",0,0.26,"Additive genetics",0.118779090482518
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis","*",0.01,0.29,"Additive genetics",0.11898648617729
"PWY.5005..biotin.biosynthesis.II","*",0,0.26,"Additive genetics",0.122552690645228
"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I","*",0.01,0.28,"Additive genetics",0.123767572190208
"PWY.6630..superpathway.of.L.tyrosine.biosynthesis","*",0,0.26,"Additive genetics",0.123784346981351
"PWY.5840..superpathway.of.menaquinol.7.biosynthesis","*",0,0.25,"Additive genetics",0.123892471633578
"PWY.6609..adenine.and.adenosine.salvage.III","*",0,0.26,"Additive genetics",0.123906696658607
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I","*",0.01,0.3,"Additive genetics",0.124416168317251
"PPGPPMET.PWY..ppGpp.biosynthesis","*",0,0.26,"Additive genetics",0.124430003369271
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II","*",0.02,0.3,"Additive genetics",0.125344628045871
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis","*",0.02,0.3,"Additive genetics",0.125344628045871
"POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II","*",0,0.27,"Additive genetics",0.126731665813121
"GALACTARDEG.PWY..D.galactarate.degradation.I","*",0,0.26,"Additive genetics",0.128456664266246
"GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation","*",0,0.26,"Additive genetics",0.128456664266246
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis","*",0,0.27,"Additive genetics",0.129066006904351
"PWY.5104..L.isoleucine.biosynthesis.IV","*",0,0.28,"Additive genetics",0.130196847714525
"PWY.6700..queuosine.biosynthesis","*",0,0.26,"Additive genetics",0.131184805549698
"PWY.6317..galactose.degradation.I..Leloir.pathway.","*",0,0.27,"Additive genetics",0.131830832510176
"ORNDEG.PWY..superpathway.of.ornithine.degradation","*",0,0.27,"Additive genetics",0.133507813463306
"PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III","*",0.01,0.28,"Additive genetics",0.135293279297528
"PWY.6897..thiamin.salvage.II","*",0,0.3,"Additive genetics",0.135704858192665
"ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation","*",0,0.28,"Additive genetics",0.137300907233368
"ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation","*",0,0.28,"Additive genetics",0.137300907233368
"PWY.5659..GDP.mannose.biosynthesis","*",0,0.27,"Additive genetics",0.137805900511276
"PWY.5686..UMP.biosynthesis","*",0,0.28,"Additive genetics",0.138919032317095
"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis","*",0,0.28,"Additive genetics",0.139110530890256
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I","*",0,0.28,"Additive genetics",0.139118711803867
"PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II","*",0,0.29,"Additive genetics",0.141308043779213
"PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.","*",0.01,0.27,"Additive genetics",0.141501236015347
"PWY0.1479..tRNA.processing","*",0,0.29,"Additive genetics",0.141941960469861
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.","*",0.02,0.29,"Additive genetics",0.142069033005271
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation","*",0,0.28,"Additive genetics",0.143784171164473
"PWY.7446..sulfoglycolysis","*",0.01,0.28,"Additive genetics",0.143934407660673
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.","*",0,0.27,"Additive genetics",0.144483121766307
"GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation","*",0.02,0.3,"Additive genetics",0.145880008748151
"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.","*",0.02,0.29,"Additive genetics",0.147969119757499
"PWY.2942..L.lysine.biosynthesis.III","*",0,0.28,"Additive genetics",0.148057219176762
"PWY.6151..S.adenosyl.L.methionine.cycle.I","*",0.02,0.28,"Additive genetics",0.148765233316142
"PWY0.1415..superpathway.of.heme.biosynthesis.from.uroporphyrinogen.III","*",0.01,0.28,"Additive genetics",0.148930044638653
"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation","*",0,0.31,"Additive genetics",0.149147827073389
"UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I","*",0.02,0.27,"Additive genetics",0.149878076377505
"PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.","*",0,0.29,"Additive genetics",0.151482265858098
"PWY.5097..L.lysine.biosynthesis.VI","*",0,1,"Additive genetics",0.151781119432673
"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II","*",0,0.29,"Additive genetics",0.151971137614278
"HISTSYN.PWY..L.histidine.biosynthesis","*",0.04,0.31,"Additive genetics",0.152620790218224
"HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.","*",0.01,0.3,"Additive genetics",0.158740400712263
"P108.PWY..pyruvate.fermentation.to.propanoate.I","*",0.01,0.3,"Additive genetics",0.158938265008263
"PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I","*",0.02,0.29,"Additive genetics",0.15905295622247
"PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.","*",0.08,0.34,"Additive genetics",0.160765597879265
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.","*",0.03,0.3,"Additive genetics",0.161219218709947
"PWY.6123..inosine.5..phosphate.biosynthesis.I","*",0.03,0.3,"Additive genetics",0.162197553045094
"PWY66.422..D.galactose.degradation.V..Leloir.pathway.","*",0.01,0.3,"Additive genetics",0.162218278904944
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis","*",0.03,0.29,"Additive genetics",0.162771399792998
"PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Additive genetics",0.165238188967389
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","*",0,0.31,"Additive genetics",0.16532371141999
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","*",0,0.32,"Additive genetics",0.165706673718271
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.","*",0,0.33,"Additive genetics",0.165742575377027
